Name,WeightPercentage,DurationMs,ProcessId,CommandLine
"svchost",0.0150,0.0000,38520,"C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wlidsvc"
"AlertusDesktopAlert",0.0135,0.0000,25408,"""C:\Program Files (x86)\Alertus Technologies\Alertus Desktop\AlertusDesktopAlert.exe"" startup"
"msedgewebview2",0.0135,0.0000,8436,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=525.22300.0.0 --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=1224.13600.16636695828072262375 /pfhostedapp:1ec15097b557f7f931966541b3f105cc5a47009c"
"SearchHost",0.0135,0.0000,5140,"""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca"
"msedgewebview2",0.0120,0.0000,17148,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.29430.1000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.29430 IsWebView2/True (WebView2Version 139.0.3405.102)"" --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.20401.0.2000 --embedded-browser-webview=1 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1780,i,2211480256080778027,5783864341995588904,262144 --field-trial-handle=1948,i,16794949237765112938,10744838110969316530,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCus"
"PhoneExperienceHost",0.0120,0.0000,21920,"""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.25072.63.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"" -ComServer:Background -Embedding"
"Registry",0.0120,0.0000,296,""
"svchost",0.0120,0.0000,2800,"C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi"
"WUDFHost",0.0120,0.0000,1908,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-157bda5c-7958-42b6-932a-775815584c1d -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-ea6da5aa-96d6-4ad3-8fac-4057f51c553e -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-cb543c0e-8a47-4a12-9bb9-f492b3ef63ed -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-7e87a0b2-c54f-4bcb-b359-0ed508c7843c -LifetimeId:4702324e-c675-4c94-bb36-d9e5639ea046 -DeviceGroupId:WudfDefaultDevicePool -HostArg:0"
"DlpUserAgent",0.0105,0.0000,5880,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25070.5-0\DlpUserAgent.exe"" "
"msedgewebview2",0.0105,0.0000,31524,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\Olk\EBWebView"" --webview-exe-name=olk.exe --webview-exe-version=1.2025.806.300 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --always-read-main-dll --metrics-shmem-handle=2052,i,3655781657003280441,16471773334285400042,524288 --field-trial-handle=1940,i,8033129406060731551,14143038207632028611,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msAggressiveCacheTrimming,msCustomDataPartition,msEnhancedTextContrast,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,C"
"msedgewebview2",0.0105,0.0000,27868,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Calendar.exe --webview-exe-version=2.2508.8001.0 --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Calendar\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --disable-background-timer-throttling --disable-features=msEnhancedTrackingPreventionEnabled --mojo-named-platform-channel-pipe=23828.27764.6576086402115476544 /pfhostedapp:a4a3cd379b99ec60983c9a9c438ccaad66ddb308"
"msedgewebview2",0.0090,0.0000,22364,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=25227.201.3887.7121 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1672,i,11217648657666743546,15881069491224149345,262144 --field-trial-handle=1848,i,9232284790936083051,8827603450831938181,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,ForceSWDCompWhenDCompFallbackRequired,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,SkipGrantAccessToDataPathIfAlreadySet,ThirdPartyStoragePartitioning,"
"msedgewebview2",0.0090,0.0000,17176,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.29430.1000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.29430 IsWebView2/True (WebView2Version 139.0.3405.102)"" --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.20401.0.2000 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=2180,i,11053815033230673970,12044020726328619558,524288 --field-trial-handle=1948,i,16794949237765112938,10744838110969316530,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msEdgeFluentOverlayScrollbar,msWebView2NoTabForScreenShare"
"msedgewebview2",0.0090,0.0000,28768,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Calendar\EBWebView"" --webview-exe-name=Calendar.exe --webview-exe-version=2.2508.8001.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --disable-background-timer-throttling --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale="" --time-ticks-at-unix-epoch=-1755680330158810 --launch-time-ticks=32200742489 --always-read-main-dll --metrics-shmem-handle=3616,i,18121546279730051107,1773683472842625965,2097152 --field-trial-handle=1844,i,14076789075349774618,5990026520275620378,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartitio"
"svchost",0.0090,5.4607,3288,"C:\WINDOWS\system32\svchost.exe -k NetworkService -p"
"LsaIso",0.0075,0.0000,1612,"\??\C:\WINDOWS\system32\lsaiso.exe -CredGuard -KeyGuard"
"msedgewebview2",0.0075,0.0000,28260,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Files\EBWebView"" --webview-exe-name=Files.exe --webview-exe-version=2.2508.8001.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1684,i,12036929097228022419,13501132122943727893,262144 --field-trial-handle=1888,i,16605339906420287399,11502722819294103519,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProdu"
"msedgewebview2",0.0075,0.0000,24724,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2508.47021.0 --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --disable-features=msEnhancedTrackingPreventionEnabled --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --mojo-named-platform-channel-pipe=26552.26364.17986687398486298476 /pfhostedapp:1b1e04dbbaf59080f80ec12ce03b9627f1473e63"
"msedgewebview2",0.0075,0.0000,17212,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=OneDrive.exe --webview-exe-version=25.149.0803.0003 --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\OneDrive\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=1 --disable-features=msEnhancedTrackingPreventionEnabled --mojo-named-platform-channel-pipe=19892.19040.4596750522587944337 /pfhostedapp:36f66206d9a5f07f567effabe737fb9cf4c3919a"
"olk",0.0075,0.0000,16472,"""C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.806.300_x64__8wekyb3d8bbwe\olk.exe"" --restart-on-update=3"
"RuntimeBroker",0.0075,0.0000,3360,"C:\Windows\System32\RuntimeBroker.exe -Embedding"
"ServiceHub.ThreadedWaitDialog",0.0075,0.0000,21280,"""C:\Program Files\Microsoft Visual Studio\2022\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.dotnet.x64\ServiceHub.ThreadedWaitDialog.exe"" dotnet$ThreadedWaitDialog net.pipe://1978095EEE757A78F755D74184C209DDF30C6 ""/TelemetrySession:{\""TelemetryLevel\"":null,\""IsOptedIn\"":true,\""HostName\"":\""Dev14\"",\""AppInsightsInstrumentationKey\"":\""f144292e-e3b2-4011-ac90-20e5c03fbce5\"",\""AsimovInstrumentationKey\"":\""AIF-312cbd79-9dbb-4c48-a7da-3cc2a931cb70\"",\""CollectorApiKey\"":\""f3e86b4023cc43f0be495508d51f588a-f70d0e59-0fb0-4473-9f19-b4024cc340be-7296\"",\""AppId\"":1001,\""UserId\"":\""2dba2122-c8a1-45b6-ac82-001f5865d3e3\"",\""Id\"":\""43746843-c2ce-42ef-9bc7-521b96990f7c\"",\""ProcessStartTime\"":638913092465839523,\""SkuName\"":\""VS_Enterprise\"",\""VSExeVersion\"":\""17.14.36408.4\"",\""BucketFiltersToEnableWatsonForFaults\"":[],\""BucketFiltersToAddDumpsToFaults\"":[]}"" $HostRemoteBrokerPipeName"
"svchost",0.0075,0.0000,3708,"C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p"
"svchost",0.0075,0.0000,2780,"C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BDESVC"
"WebViewHost",0.0075,0.0000,26552,"""C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2508.47021.0_x64__8wekyb3d8bbwe\WebViewHost.exe"" autostart"
"backgroundTaskHost",0.0060,0.0000,20724,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXe9cvj1thv1hmcw0cs98xm3r97tyzy2xs.mca"
"Calendar",0.0060,0.0000,23828,"""C:\Program Files\WindowsApps\Microsoft.M365Companions_2.2508.8001.0_x64__8wekyb3d8bbwe\Calendar\Calendar.exe"" /minimize "
"msedge",0.0060,0.0000,23604,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window"
"msedgewebview2",0.0060,0.0000,18848,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=525.22300.0.0 --embedded-browser-webview=1 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1708,i,13275522317397142690,12352364910837198964,262144 --field-trial-handle=1900,i,16685342306069031692,9043298843737266012,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,En"
"msedgewebview2",0.0060,0.0000,28616,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Files\EBWebView"" --webview-exe-name=Files.exe --webview-exe-version=2.2508.8001.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --disable-background-timer-throttling --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale="" --time-ticks-at-unix-epoch=-1755680330158811 --launch-time-ticks=32200539892 --always-read-main-dll --metrics-shmem-handle=3456,i,9187861819967817321,14856818503084196906,2097152 --field-trial-handle=1888,i,16605339906420287399,11502722819294103519,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msW"
"OneDrive.Sync.Service",0.0060,0.0000,18964,"""C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\OneDrive\25.149.0803.0003\OneDrive.Sync.Service.exe"" "
"People",0.0060,0.0000,18232,"""C:\Program Files\WindowsApps\Microsoft.M365Companions_2.2508.8001.0_x64__8wekyb3d8bbwe\People\People.exe"" /minimize "
"ServiceHub.RoslynCodeAnalysisService",0.0060,0.0000,16236,"""C:\Program Files\Microsoft Visual Studio\2022\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.dotnet.x64\ServiceHub.RoslynCodeAnalysisService.exe"" dotnet$RoslynCodeAnalysisService net.pipe://1978095EEE757A78F755D74184C209DDF30C6 ""/TelemetrySession:{\""TelemetryLevel\"":null,\""IsOptedIn\"":true,\""HostName\"":\""Dev14\"",\""AppInsightsInstrumentationKey\"":\""f144292e-e3b2-4011-ac90-20e5c03fbce5\"",\""AsimovInstrumentationKey\"":\""AIF-312cbd79-9dbb-4c48-a7da-3cc2a931cb70\"",\""CollectorApiKey\"":\""f3e86b4023cc43f0be495508d51f588a-f70d0e59-0fb0-4473-9f19-b4024cc340be-7296\"",\""AppId\"":1001,\""UserId\"":\""2dba2122-c8a1-45b6-ac82-001f5865d3e3\"",\""Id\"":\""43746843-c2ce-42ef-9bc7-521b96990f7c\"",\""ProcessStartTime\"":638913092465839523,\""SkuName\"":\""VS_Enterprise\"",\""VSExeVersion\"":\""17.14.36408.4\"",\""BucketFiltersToEnableWatsonForFaults\"":[],\""BucketFiltersToAddDumpsToFaults\"":[]}"" \\.\pipe\3A505534-A1E9-424B-9050-E572AE5293DC"
"CrossDeviceResume",0.0045,0.0000,3688,"""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe"" /tileid MicrosoftWindows.Client.CBS_cw5n1h2txyewy!CrossDeviceResumeApp"
"msedgewebview2",0.0045,0.0000,28548,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Calendar\EBWebView"" --webview-exe-name=Calendar.exe --webview-exe-version=2.2508.8001.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1680,i,7670917632367265620,12804967711196561718,262144 --field-trial-handle=1844,i,14076789075349774618,5990026520275620378,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVP"
"msedgewebview2",0.0045,0.0000,17260,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.29430.1000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.29430 IsWebView2/True (WebView2Version 139.0.3405.102)"" --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.20401.0.2000 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=2460,i,17322209671434086416,1922754234432043119,524288 --field-trial-handle=1948,i,16794949237765112938,10744838110969316530,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msEdgeFluentOverlayScrollbar,msWebView2NoTabForScreenSha"
"PerfWatson2",0.0045,0.0000,9268,""".\PerfWatson2.exe"" -p 21220 -version 16 -role 3 {%22TelemetryLevel%22:null,%22IsOptedIn%22:true,%22HostName%22:%22Dev14%22,%22AppInsightsInstrumentationKey%22:%22f144292e-e3b2-4011-ac90-20e5c03fbce5%22,%22AsimovInstrumentationKey%22:%22AIF-312cbd79-9dbb-4c48-a7da-3cc2a931cb70%22,%22CollectorApiKey%22:%22f3e86b4023cc43f0be495508d51f588a-f70d0e59-0fb0-4473-9f19-b4024cc340be-7296%22,%22AppId%22:1001,%22UserId%22:%222dba2122-c8a1-45b6-ac82-001f5865d3e3%22,%22Id%22:%2243746843-c2ce-42ef-9bc7-521b96990f7c%22,%22ProcessStartTime%22:638913092465839523,%22SkuName%22:%22VS_Enterprise%22,%22VSExeVersion%22:%2217.14.36408.4%22,%22BucketFiltersToEnableWatsonForFaults%22:[],%22BucketFiltersToAddDumpsToFaults%22:[]}"
"RAVCpl64",0.0045,0.0000,15900,"""C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe"" -s"
"RuntimeBroker",0.0045,0.0000,516,"C:\Windows\System32\RuntimeBroker.exe -Embedding"
"ShellHost",0.0045,0.0000,40388,"""C:\Windows\System32\ShellHost.exe"""
"StandardCollector.Service",0.0045,0.0000,4636,"""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe"""
"svchost",0.0045,0.0000,2156,"C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p"
"svchost",0.0045,0.0000,7964,"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s PcaSvc"
"svchost",0.0045,0.0000,4444,"C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection"
"TrustedInstaller",0.0045,0.0000,3540,"C:\WINDOWS\servicing\TrustedInstaller.exe"
"audiodg",0.0030,0.0000,10232,"C:\WINDOWS\system32\AUDIODG.EXE 0x00000000000007EC 0x0000000000000704"
"Files",0.0030,0.0000,24508,"""C:\Program Files\WindowsApps\Microsoft.M365Companions_2.2508.8001.0_x64__8wekyb3d8bbwe\Files\Files.exe"" /minimize /restart"
"fontdrvhost",0.0030,0.0000,1960,"""fontdrvhost.exe"""
"GlobalSecureAccessPolicyRetrieverService",0.0030,0.0000,25772,"""C:\Program Files\Global Secure Access Client\PolicyService\GlobalSecureAccessPolicyRetrieverService.exe"""
"MoNotificationUx",0.0030,0.0000,40448,"C:\WINDOWS\uus\AMD64\MoNotificationUx.exe /NotificationType Reboot_Engaged /FormFactor Passive /CV bZdKO9dkakOz+3Gj.1.0.0"
